Rank,Name,Publisher,Developer,Platform,Release_date,Genre,Sales_NA,Sales_PAL,Sales_JP,Sales_Other,Sales_Globe
17541,Himawari: Pebble in the Sky Portable,Kadokawa Shoten,Kadokawa Shoten,PSP,2010,Adventure,,,0.01,,0.01
17542,Nobunaga's Ambition: Taishi,Koei Tecmo,Koei Tecmo Games,NS,2017,Strategy,,,0.01,,0.01
17543,Ikemen Sengoku: Toki o Kakeru Koi - Aratanaru Deai,Idea Factory,CYBIRD,PSV,2018,Visual Novel,,,0.01,,0.01
17544,Katekyoo Hitman Reborn Nerae!? Ring x Bongole Returns,Marvelous Interactive,Marvelous Interactive,PS2,2008,Adventure,,,0.01,,0.01
17545,Kono Aozora ni Yakusoku o: Tenohira no Rakuen,TGL,TGL,PSP,2009,Adventure,,,0.01,,0.01
17546,NiGHTS into dreams...,Sega,Sonic Team,PS2,2008,Platform,,,0.01,,0.01
17547,Shinobi Koutsutsu,Idea Factory,Unknown,PSP,2014,Misc,,,0.01,,0.01
17548,WinBack 2: Project Poseidon,KOEI,Cavia Inc.,PS2,2006,Shooter,0.01,0.01,,0.0,0.01
17549,TrackMania Turbo,Ubisoft,Nadeo,PC,2016,Racing,,0.01,,0.0,0.01
17550,La Corda d'Oro 3,Koei Tecmo,Ruby Party,PSV,2018,Visual Novel,,,0.01,,0.01
17551,Kaitou Rousseau,Namco,Namco,DS,2006,Action,,,0.01,,0.01
17552,GunParade Orchestra: Ao no Shou,Sony Computer Entertainment,Alfa System,PS2,2006,Adventure,,,0.01,,0.01
17553,Kenka Bancho Otome: Kanzenmuketsu no My Honey,Spike Chunsoft,Spike Chunsoft,PSV,2017,Adventure,,,0.01,,0.01
17554,NHL 16,EA Sports,EA Canada,PS3,2015,Sports,,0.01,,0.0,0.01
17555,Totally Spies! Totally Party,Valcon Games,Mad Monkey Studio,PS2,2009,Misc,0.01,0.01,,0.0,0.01
17556,Turok,Touchstone,Propaganda Games,PC,2008,Shooter,,0.01,,0.0,0.01
17557,Legoland,LEGO Media,Krisalis Software,PC,1999,Simulation,,0.01,,0.0,0.01
17558,Puyo Pop Fever,Sega,Sonic Team,GC,2004,Puzzle,0.01,0.0,,0.0,0.01
17559,Torment: Tides of Numenera,Techland,InXile Entertainment,PS4,2017,Role-Playing,0.01,,,0.0,0.01
17560,Moto Racer 4,Maximum Games,Microids,NS,2018,Racing,0.01,,,0.0,0.01
17561,Wizardry XTH: Unlimited Students,Michaelsoft,MichaelSoft,PS2,2006,Role-Playing,,,0.01,,0.01
17562,Diary Girl,Konami,Konami,DS,2008,Misc,0.01,0.0,,0.0,0.01
17563,Princess is Money Hungry,Nippon Ichi Software,Unknown,PSV,2016,Role-Playing,,,0.01,,0.01
17564,Instant Brain,Cave,Cave,X360,2011,Adventure,,,0.01,,0.01
17565,Coronation Street: The Mystery of the Missing Hotpot Recipe,Avanquest,Avanquest Software,PC,2011,Adventure,,0.01,,0.0,0.01
17566,Let It Die,GungHo,Grasshopper Manufacture,PS4,2020,Action,,0.01,0.01,0.0,0.01
17567,Abunai: Koi no Sousa Shitsu,Quinrose,Unknown,PSP,2012,Misc,,,0.01,,0.01
17568,Magic Encyclopedia: Moonlight,Foreign Media Games,Foreign Media Games,DS,2010,Misc,,0.01,,0.0,0.01
17569,Summer Lesson: Miyamoto Hikari Collection,Namco Bandai Games,Namco Bandai Games,PS4,2017,Adventure,,,0.01,,0.01
17570,Don Bradman Cricket 14,Tru Blu Entertainment,Big Ant Studios,PS3,2014,Sports,,0.01,,0.0,0.01
17571,Rise of Flight: Iron Cross Edition,Unknown,777 Studios,PC,2010,Simulation,0.01,0.0,,0.0,0.01
17572,Best Of Tests,Conspiracy Entertainment,Unknown,DS,2008,Puzzle,0.01,0.0,,0.0,0.01
17573,SoulLink Extension,Interchannel,Interchannel,PS2,2006,Adventure,,,0.01,,0.01
17574,Raven's Cry,TopWare Interactive,Reality Pump Studios,PS4,2015,Role-Playing,,0.01,,0.0,0.01
17575,Samurai Shodown Anthology (JP sales),SNK Playmore,SNK Playmore Corporation,PS2,2009,Fighting,,,0.01,,0.01
17576,Winning Post 7 Maximum 2008,KOEI,Koei,PS2,2008,Sports,,,0.01,,0.01
17577,Sonic Mania,Sega,PagodaWest Games,PC,2017,Platform,0.01,,,0.0,0.01
17578,The Three Kingdoms Love Story ~ The Art of Otome!,Prototype,Prototype,PS2,2011,Visual Novel,,,0.01,,0.01
17579,Unbox: Newbie's Adventure,Merge Games,Prospect Games,NS,2017,Action,,0.01,,0.0,0.01
17580,LifeSigns: Surgical Unit,DreamCatcher Interactive,Spike,DS,2007,Simulation,0.01,0.01,,0.0,0.01
17581,Alfa Romeo Racing Italiano,Valcon Games,Milestone,PS2,2006,Racing,0.01,0.01,,0.0,0.01
17582,Chaos;Head Dual,5pb,Genterprise,PSV,2014,Visual Novel,,,0.01,,0.01
17583,Honda ATV Fever,Storm City Games,Beyond Reality,DS,2010,Racing,0.01,,,0.0,0.01
17584,FlatOut 4: Total Insanity,Strategy First,Kylotonn Entertainment,XOne,2017,Racing,0.01,,,0.0,0.01
17585,Guild Wars: Factions,NCSoft,ArenaNet,PC,2006,Role-Playing,,0.01,,0.0,0.01
17586,"Pachi-Slot Teiou: Golgo 13 Las Vegas (JP sales, but wrong system)",Media Entertainment,Media Entertainment,PS2,2002,Misc,,,0.01,,0.01
17587,Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,Bandai Namco Games,Bandai Namco Games,3DS,2015,Action,,,0.01,,0.01
17588,Super Robot Taisen XO,Banpresto,Banpresto,X360,2006,Strategy,,,0.01,,0.01
17589,Aquaman: Battle for Atlantis,TDK Mediactive,Lucky Chicken,XB,2003,Action,0.01,0.0,,0.0,0.01
17590,Little Witch Academia: Chamber of Time,Bandai Namco Entertainment,A+ Games,PS4,2017,Role-Playing,,,0.01,,0.01
17591,Pachitte Chonmage Tatsujin 16: Pachinko Hissatsu Shigotojin III,Hackberry,Hack Berry,PS2,2010,Misc,,,0.01,,0.01
17592,Ship Simulator 2008,Lighthouse Interactive,VSTEP,PC,2008,Simulation,,0.01,,0.0,0.01
17593,Tempest 4000,Atari,Llamasoft,XOne,2018,Shooter,0.01,,,0.0,0.01
17594,50 Classic Games,Maximum Family Games,Unknown,3DS,2012,Misc,,0.01,,0.0,0.01
17595,MXGP 2,Milestone S.r.l.,Milestone S.r.l.,PC,2016,Racing,,0.01,,0.0,0.01
17596,Barbie and Her Sisters Puppy Rescue,Little Orbit,Torus Games,WiiU,2015,Action,,0.01,,0.0,0.01
17597,Mortal Kombat: Tournament Edition,Midway Games,Criterion Games,GBA,2003,Fighting,0.01,0.0,,0.0,0.01
17598,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,Activision,FUN Labs,XB,2005,Adventure,0.01,0.0,,0.0,0.01
17599,Myst,Midway Games,Cyan Worlds,PSP,2006,Adventure,,0.01,,0.0,0.01
17600,World Poker Tour,2K Sports,Backbone Emeryville,GBA,2005,Misc,0.01,0.0,,0.0,0.01
17601,Fab 5 Soccer,Destineer,Magellan Interactive,DS,2008,Sports,0.01,,,0.0,0.01
17602,Infinite Stratos 2: Love and Purge,5pb,Unknown,PSV,2015,Action,,,0.01,,0.01
17603,Umihara Kawase Jun: Second Edition Kanzenban,Genterprise,Genterprise,DS,2009,Puzzle,,,0.01,,0.01
17604,Theatre Of War,CDV Software Entertainment,Battlefront,PC,2008,Strategy,,0.01,,0.0,0.01
17605,WRC: FIA World Rally Championship,Unknown,Milestone S.r.l,PC,2010,Racing,,0.01,,0.0,0.01
17606,Destiny Links,Namco Bandai,Bec,DS,2009,Role-Playing,,,0.01,,0.01
17607,Egg Mania: Eggstreme Madness,Kemco,HotGen Studios,XB,2002,Puzzle,0.01,0.0,,0.0,0.01
17608,Pro Angler Moves,Unknown,"Interworks Unlimited, Inc.",PS3,2012,Sports,0.01,,,0.0,0.01
17609,Farming Simulator 15 Expansion Pack,Focus Home Interactive,Giants Software,PC,2015,Simulation,,0.01,,0.0,0.01
17610,Flipping Death,Rising Star,Zoink Games,NS,2018,Adventure,0.01,,,0.0,0.01
17611,Sakura Sakura: Haru Urara,GN Software,GN Software,PSP,2010,Adventure,,,0.01,,0.01
17612,Super PickUps,XS Games,Milestone,Wii,2009,Racing,0.01,,,0.0,0.01
17613,Uta no * Prince-Sama: Sweet Serenade,Broccoli,Broccoli,PSP,2011,Adventure,,,0.01,,0.01
17614,Max: The Curse of Brotherhood,Wired Productions,Stage Clear Studios,NS,2018,Action-Adventure,0.01,,,0.0,0.01
17615,The Legend of Heroes VI: Sora no Kiseki the 3rd,Falcom Corporation,Unknown,PS3,2013,Misc,,,0.01,,0.01
17616,Grand Theft Auto III,Rockstar Games,DMA Design,PC,2002,Action,,0.01,,0.0,0.01
17617,New Game! The Challenge Stage!,5pb,5pb. Inc.,PS4,2017,Adventure,,,0.01,,0.01
17618,Road Trip: Shifting Gears,Conspiracy Entertainment,Takara,GBA,2004,Racing,0.01,0.0,,0.0,0.01
17619,Sengoku,Paradox Interactive,Paradox Interactive,PC,2011,Strategy,,0.01,,0.0,0.01
17620,God Wars: Nihon Shinwa Taisen,Kadokawa Games,Kadokawa Games,PS4,2018,Role-Playing,,,0.01,,0.01
17621,Hiiro no Kakera: Shin Tamayori Hime Denshou,Idea Factory,Idea Factory,PS2,2009,Adventure,,,0.01,,0.01
17622,"Iza, Shutsujin! Koisen",Quinrose,QuinRose,PSP,2011,Adventure,,,0.01,,0.01
17623,Major Dream: Major Wii Nagero! Gyroball!!,Takara Tomy,Takara Tomy,Wii,2008,Sports,,,0.01,,0.01
17624,Datenshi no Amai Yuuwaku x Kaikan Phrase,FuRyu Corporation,FuRyu Corporation,DS,2010,Adventure,,,0.01,,0.01
17625,Grooverider: Slot Car Thunder,Encore,King of the Jungle,XB,2003,Racing,0.01,0.0,,0.0,0.01
17626,Bakumatsu Koihana: Shinsengumi DS,D3 Publisher,Vridge Inc.,DS,2008,Adventure,,,0.01,,0.01
17627,Brave: The Video Game,Disney Interactive Studios,Behaviour Interactive Inc.,Wii,2012,Action-Adventure,,0.01,,0.0,0.01
17628,The Last Remnant,Square Enix,Square Enix,PC,2009,Role-Playing,,0.01,,0.0,0.01
17629,Miyako: Awayuki no Utage,Idea Factory,Unknown,PSP,2012,Misc,,,0.01,,0.01
17630,Brawlout,Merge Games,Angry Mob Games,NS,2018,Fighting,0.01,,,0.0,0.01
17631,Bullet Girls: Phantasia,D3 Publisher,Shade,PSV,2018,Action,,,0.01,,0.01
17632,Konami Classics Vol. 2,Konami,Konami,X360,2009,Misc,0.01,,,0.0,0.01
17633,Phineas and Ferb: Quest for Cool Stuff,Disney Interactive Studios,Disney Interactive Studios,WiiU,2013,Action-Adventure,,0.01,,0.0,0.01
17634,Aeon Flux,Majesco,Terminal Reality,XB,2005,Action,0.01,0.0,,0.0,0.01
17635,Kana: Imouto,CyberFront,CyberFront,PSP,2010,Adventure,,,0.01,,0.01
17636,Neverwinter Nights 2: Mask of the Betrayer,Atari,Obsidian Entertainment,PC,2007,Role-Playing,,0.01,,0.0,0.01
17637,Tobidase! Kagaku-kun Chikyuu Daitanken! Nazo no Chinkai Seibutsu ni Idome!,Namco Bandai,Namco Bandai Games,DS,2011,Misc,,,0.01,,0.01
17638,Binary Star,Idea Factory,Design Factory,PSV,2014,Adventure,,,0.01,,0.01
17639,Call of Juarez,Ubisoft,Techland,PC,2007,Shooter,,0.01,,0.0,0.01
17640,Yoku's Island Express,Villa Gorilla,Villa Gorilla,PS4,2018,Action,0.01,,,0.0,0.01
17641,Rock N' Roll Racing,Interplay Productions,Silicon & Synapse,SNES,1993,Racing,,,0.01,0.0,0.01
17642,Games Around the World,Zoo Games,Zoo Games,DS,2010,Misc,0.01,,,0.0,0.01
17643,Super Neptunia RPG,Idea Factory International,Idea Factory,PS4,2019,Role-Playing,,,0.01,,0.01
17644,Mega Man X Legacy Collection 1,Capcom,Capcom,PS4,2018,Platform,,,0.01,,0.01
17645,Monkey Madness: Island Escape,Storm City Games,Storm City Games,DS,2010,Action,0.01,,,0.0,0.01
17646,Nodame Cantabile,Banpresto,Banpresto,PS2,2007,Misc,,,0.01,,0.01
17647,Axiom Verge,Thomas Happ Games,Thomas Happ Games,PSV,2015,Action,0.01,,,0.0,0.01
17648,Rayman Raving Rabbids,Ubisoft,Ubisoft Bulgaria,PC,2006,Misc,,0.01,,0.0,0.01
17649,DoDonPachi Saidaioujou,Cave,Cave,X360,2013,Shooter,,,0.01,,0.01
17650,Last Escort: Club Katze,D3 Publisher,Vingt-et-un Systems,PS2,2010,Adventure,,,0.01,,0.01
17651,1/2 Summer +,Kaga Create,Unknown,PSP,2013,Misc,,,0.01,,0.01
17652,Resident Evil 4,Ubisoft,SourceNext,PC,2007,Action,,0.01,,0.0,0.01
17653,UEFA Champions League 2006-2007,EA Sports,EA Canada,PSP,2007,Sports,0.01,0.0,,0.0,0.01
17654,Winning Post 7 Maximum 2008,KOEI,Koei,PS3,2008,Sports,,,0.01,,0.01
17655,Brave: The Video Game,Disney Interactive Studios,Behaviour Interactive Inc.,DS,2012,Action-Adventure,,0.01,,0.0,0.01
17656,Pippa Funnell 2: Farm Adventures,Ubisoft,DTP Entertainment,DS,2007,Simulation,,0.01,,0.0,0.01
17657,Irotoridori no Sekai: World's End Re-Birth,HuneX,Unknown,PSV,2015,Action,,,0.01,,0.01
17658,PDC World Championship Darts 2009,Oxygen Interactive,Rebellion Developments,Wii,2009,Sports,,0.01,,0.0,0.01
17659,Tears to Tiara: Kakan no Daichi Portable,Aquaplus,Aquaplus,PSP,2010,Adventure,,,0.01,,0.01
17660,theHunter: Call of the Wild,Maximum Games,Expansive Worlds,PC,2017,Shooter,,0.01,,0.0,0.01
17661,Turbo Trainz,Unknown,Broken Switch Studios,Wii,2020,Racing,,0.01,,0.0,0.01
17662,Black Wolves Saga: Weiss und Schwarz,Idea Factory,Idea Factory,PSV,2017,Adventure,,,0.01,,0.01
17663,Codename: Panzers Phase Two,CDV Software Entertainment,Stormregion,PC,2005,Strategy,,0.01,,0.0,0.01
17664,Football Manager Live,Sega,Sports Interactive,PC,2009,Sports,,0.01,,0.0,0.01
17665,Serious Sam II,2K Games,Croteam,PC,2005,Shooter,,0.01,,0.0,0.01
17666,Monster Rancher Advance 2,Tecmo,Tecmo / Graphic Research,GBA,2002,Simulation,0.01,0.0,,0.0,0.01
17667,Tantei Jinguuji Saburo DS: Fuserareta Shinjitsu,Arc System Works,WorkJam,DS,2009,Adventure,,,0.01,,0.01
17668,Killer and Strawberry,Broccoli,Broccoli,PSV,2018,Visual Novel,,,0.01,,0.01
17669,Ostwind/Windstorm,EuroVideo Medien,EuroVideo Medien,PC,2017,Adventure,,0.01,,0.0,0.01
17670,Skullgirls: 2nd Encore,Arc System Works,Lab Zero Games,PSV,2016,Fighting,,,0.01,,0.01
17671,Dr. Slump & Arale-Chan,Namco Bandai,Bandai Namco Games,DS,2008,Adventure,,,0.01,,0.01
17672,Umineko no Naku Koro ni Portable 1,Alchemist,Alchemist,PSP,2011,Adventure,,,0.01,,0.01
17673,Festa!! Hyper Girls Party,KID,KID Corporation,PS2,2006,Adventure,,,0.01,,0.01
17674,Geten no Hana: Yume Akari,Tecmo Koei,Unknown,PSP,2014,Misc,,,0.01,,0.01
17675,Hakoniwa Company Works,Nippon Ichi Software,Nippon Ichi Software,PS4,2017,Strategy,,,0.01,,0.01
17676,Unreal Tournament 2003,Atari,Digital Extremes,PC,2002,Shooter,,0.01,,0.0,0.01
17677,Kikiite Hajimaru: Eigo Kaiwa Training - KikiTore,Benesse,Benesse,DS,2008,Misc,,,0.01,,0.01
17678,Game Book DS: Sword World 2.0,Broccoli,Broccoli,DS,2009,Role-Playing,,,0.01,,0.01
17679,Vanark,Jaleco,Jaleco,PS,2000,Shooter,0.01,0.01,,0.0,0.01
17680,Digger Simulator,Excalibur Publishing Limited,Astragon,PC,2011,Simulation,,0.01,,0.0,0.01
17681,WTA Tour Tennis,Konami,Konami,XB,2002,Sports,0.01,0.0,,0.0,0.01
17682,Jewel Quest II,iWin,iWin,PC,2007,Puzzle,,0.01,,0.0,0.01
17683,Doki-Doki Universe,Sony Computer Entertainment,HumaNature Studios,PSV,2013,Misc,0.0,0.01,,0.0,0.01
17684,Furious Karting,Atari,Babylon Software,XB,2003,Racing,0.01,0.0,,0.0,0.01
17685,Pet Shop Monogatari DS 2,Taito,Taito Corporation,DS,2010,Simulation,,,0.01,,0.01
17686,World Election,Piacci,Piacci,PSV,2017,Adventure,,,0.01,,0.01
17687,Chokkan! Asonde Relaxuma,Rocket Company,Rocket Company,DS,2008,Action,,,0.01,,0.01
17688,Blitzkrieg 2 Anthology,Ascaron Entertainment,Nival Interactive,PC,2008,Strategy,,0.01,,0.0,0.01
17689,Hot Wheels: Stunt Track Challenge / World Race,"Destination Software, Inc",Razorback Developments,GBA,2006,Racing,0.01,0.0,,0.0,0.01
17690,Kiniro no Corda 3,Tecmo Koei,Koei,3DS,2015,Adventure,,,0.01,,0.01
17691,Accel World: Kasoku no Chouten,Namco Bandai Games,Bandai Namco Games,PSP,2013,Adventure,,,0.01,,0.01
17692,Mega Man X Legacy Collection 1,Capcom,Capcom,NS,2018,Platform,,,0.01,,0.01
17693,Minna no Conveni,Taito,Taito Corporation,DS,2010,Simulation,,,0.01,,0.01
17694,Shadow Tactics: Blades of the Shogun,Kalypso Media,Mimimi Productions,XOne,2017,Strategy,0.01,,,0.0,0.01
17695,SoulCalibur Legends (JP sales),Namco Bandai,Project Soul,Wii,2007,Action,,,0.01,,0.01
17696,Izumo 2,GN Software,GN Software,PS2,2006,Adventure,,,0.01,,0.01
17697,Smiley World: Island Challenge,Zoo Digital Publishing,Zoo Games silver,DS,2009,Puzzle,0.01,,,0.0,0.01
17698,Bratz: Forever Diamondz,THQ,Blitz Games,PS2,2006,Action,0.01,0.01,,0.0,0.01
17699,Entaku no Seito: Students of Round,ChunSoft,Experience Inc.,X360,2011,Role-Playing,,,0.01,,0.01
17700,Curse of the Amsterdam Diamond,Easy Interactive,Youda Games,DS,2012,Adventure,,0.01,,0.0,0.01
17701,Isshoni Gohan. Portable,Boost On,Unknown,PSP,2013,Misc,,,0.01,,0.01
17702,PC Engine Best Collention: Ginga Ojousama Densetsu Collection,Hudson Soft,RED Entertainment,PSP,2008,Adventure,,,0.01,,0.01
17703,King of Fighters 2002: Unlimited Match Tougeki Ver.,SNK Playmore,SNK Playmore Corporation,PS2,2010,Fighting,,,0.01,,0.01
17704,Malice,Mud Duck Productions,Argonaut Games,XB,2004,Platform,0.01,0.0,,0.0,0.01
17705,My Little Baby,CDV Software Entertainment,Raylight Studios,DS,2008,Simulation,,0.01,,0.0,0.01
17706,htoL #NiQ: Hotaru no Nikki,NIS America,Unknown,PSV,2015,Misc,,,0.01,,0.01
17707,Order Up!!,Ignition Entertainment,SuperVillain Studios,3DS,2012,Action,0.0,0.01,,0.0,0.01
17708,Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,Bandai Namco Games,Bandai Namco Games,3DS,2017,Misc,,,0.01,,0.01
17709,Rosario to Vampire: Tanabata no Miss Youkai Gakuen,Capcom,Capcom,DS,2008,Adventure,,,0.01,,0.01
17710,Big Buck Hunter Arcade,GameMill Entertainment,Play Mechanix,NS,2018,Shooter,0.01,,,0.0,0.01
17711,Captain Morgane and the Golden Turtle,Reef Entertainment,WizarBox,Wii,2012,Adventure,,0.01,,0.0,0.01
17712,Ouka Sengoku Portable,Alchemist,Unknown,PSP,2012,Misc,,,0.01,,0.01
17713,Wallace & Gromit: Curse of the Were-Rabbit,Konami,Frontier Developments,XB,2005,Adventure,0.01,0.0,,0.0,0.01
17714,London Detective Mysteria,Xseed Games,Karin Entertainment,PSV,2018,Visual Novel,,,0.01,,0.01
17715,Mercenaries Saga Chronicles,PM Studios,"Rideon Japan, Inc.",NS,2018,Strategy,0.01,,,0.0,0.01
17716,Shepherd's Crossing,Graffiti,Success,PSP,2010,Simulation,0.0,,0.01,0.0,0.01
17717,Billion Road,Bandai Namco Games,Bandai Namco Games,NS,2018,Board Game,,,0.01,,0.01
17718,Tactics Layer: Ritina Guard Senki,D3 Publisher,Ninja Studio,DS,2009,Strategy,,,0.01,,0.01
17719,Dark Parables: The Exiled Prince,Unknown,Blue Tea Games,PC,2011,Puzzle,,0.01,,0.0,0.01
17720,Marginal 4: Road to Galaxy,Idea Factory,Idea Factory,PSV,2017,Adventure,,,0.01,,0.01
17721,San-X Character Channel: All-Star Daishuugou!,MTO,MTO,DS,2008,Action,,,0.01,,0.01
17722,Fuun Shinsengumi Bakumatsuden Portable,Unknown,From Software,PSP,2013,Action,0.01,,,0.0,0.01
17723,Sega Golf Club: Miyazato San Kyoudai Naizou,Sega,Sega,PS3,2006,Sports,,,0.01,,0.01
17724,DJ Max Respect,Arc System Works,DJMAX Sound Lab Team,PS4,2017,Misc,,,0.01,,0.01
17725,Rozen Maiden: Gebetgarten,Taito,Taito Corporation,PS2,2007,Fighting,,,0.01,,0.01
17726,A-Train 3D: City Simulator Neo,ArtDink,ArtDink,3DS,2016,Simulation,,,0.01,,0.01
17727,Homeworld Remastered Collection,Gearbox Software,Gearbox Software,PC,2015,Strategy,,0.01,,0.0,0.01
17728,Princess Arthur,Idea Factory,Unknown,PSP,2013,Misc,,,0.01,,0.01
17729,Sakura-Sou no Pet na Kanojo,Kadokawa Games,Unknown,PSP,2013,Misc,,,0.01,,0.01
17730,Fatal Fury: Battle Archives Volume 2 (JP sales),SNK Playmore,SNK Playmore Corporation,PS2,2008,Fighting,,,0.01,,0.01
17731,Far Cry 3: Classic Edition,Ubisoft,Ubisoft Montreal,PS4,2018,Action-Adventure,,,0.01,,0.01
17732,Satisfashion,Destineer,"eGames, Inc.",Wii,2010,Misc,0.01,,,0.0,0.01
17733,Tantei Jinguuji Saburo: Hai to Diamond,Arc System Works,WorkJam,PSP,2009,Adventure,,,0.01,,0.01
17734,Toro to Morimori,Sony Computer Entertainment,SCEI,PS3,2009,Misc,,,0.01,,0.01
17735,DiRT 4,Deep Silver,Codemasters,PC,2017,Racing,,0.01,,0.0,0.01
17736,Legend of Kay Anniversary,Nordic Games,Nordic Games,WiiU,2015,Action,,0.01,,0.0,0.01
17737,Metal Slug Anthology,SNK Playmore,Terminal Reality,PS2,2007,Shooter,,,0.01,,0.01
17738,Adventure Time: The Secret of the Nameless Kingdom,Little Orbit,Way Forward,X360,2014,Action-Adventure,0.01,,,0.0,0.01
17739,K-1 Grand Prix,Jaleco,Xing Entertainment,PS,2000,Fighting,0.01,0.01,,0.0,0.01
17740,Shorts,Majesco,Artificial Mind and Movement,DS,2009,Platform,0.01,,,0.0,0.01
17741,IL-2 Sturmovik,Ubisoft,1C Maddox Games,PC,2001,Simulation,,0.01,,0.0,0.01
17742,Rave Master: Special Attack Force!,Konami,Konami Computer Entertainment Japan,GBA,2005,Fighting,0.01,0.0,,0.0,0.01
17743,Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono,D3 Publisher,Tamsoft,PS2,2007,Strategy,,,0.01,,0.01
17744,The Town of Light,THQ Nordic,LKA,XOne,2017,Adventure,0.01,,,0.0,0.01
17745,AKB1/48: Idol to Guam de Koishitara...,Bandai Namco Games,Bandai Namco Games,X360,2011,Visual Novel,,,0.01,,0.01
17746,Casper,Microids,Planet Interactive,GBA,2002,Platform,0.01,0.0,,0.0,0.01
17747,Brain Exercise with Dr. Kawashima,Namco Bandai,Namco Tales Studio,PC,2009,Misc,,0.01,,0.0,0.01
17748,Virtua Tennis 3,Sega,Sumo Digital,PC,2007,Sports,,0.01,,0.0,0.01
17749,Hakuoki: Reimeiroku DS,Idea Factory,Idea Factory,DS,2012,Visual Novel,,,0.01,,0.01
17750,Ro-Kyu-Bu! Secret Photo Op,Kadokawa Games,Unknown,PSV,2014,Misc,,,0.01,,0.01
17751,Caladrius,Moss,Moss,X360,2013,Shooter,,,0.01,,0.01
17752,Duel Love: Koisuru Otome wa Shouri no Megami,Namco Bandai,Bandai Namco Games,DS,2008,Adventure,,,0.01,,0.01
17753,Super Robot Monkey Team: Game Boy Advance Video Volume 1,Majesco,Majesco Games,GBA,2005,Misc,0.01,0.0,,0.0,0.01
17754,Freekstyle,DSI Games,Full Fat,GBA,2003,Racing,0.01,0.0,,0.0,0.01
17755,Aa Megami-samaa,Marvelous Interactive,Marvelous Interactive,PS2,2007,Adventure,,,0.01,,0.01
17756,Battle Worlds: Kronos,KING Art Games,KING Art Games,PC,2013,Strategy,,0.01,,0.0,0.01
17757,Bunmei Kaika: Aoiza Ibunroku Saien,FuRyu Corporation,Unknown,PSP,2012,Misc,,,0.01,,0.01
17758,Groovin' Blocks,Zoo Games,Empty Clip Studios,Wii,2009,Puzzle,0.01,,,0.0,0.01
17759,Marvel: Ultimate Alliance,Activision,Raven Software,PC,2006,Role-Playing,0.01,0.0,,0.0,0.01
17760,Tomoyo After: It's a Wonderful Life CS Edition,Prototype,Key,PS2,2007,Adventure,,,0.01,,0.01
17761,Flashback,Microids,Paul Cuisset,PS4,2018,Platform,0.01,,,0.0,0.01
17762,Bakumatsu Rock,Marvelous Entertainment,Unknown,PSP,2014,Misc,,,0.01,,0.01
17763,Double Pack Tomb Raider: Legend / Anniversary,Eidos Interactive,Buzz Monkey / Crystal Dynamics,PSP,2009,Action,,0.01,,0.0,0.01
17764,Far East of Eden II: Manji Maru,Hudson Soft,Suzak,DS,2006,Role-Playing,,,0.01,,0.01
17765,Spider-Man: Friend or Foe,Activision,Beenox,PC,2007,Action,0.01,0.0,,0.0,0.01
17766,Family Jockey,Namco Bandai,Bandai Namco Games,Wii,2008,Sports,,,0.01,,0.01
17767,Thunder Alley,XS Games,Pronto Games,GBA,2004,Racing,0.01,0.0,,0.0,0.01
17768,Occultic;Nine,5pb,5pb. Inc.,PSV,2017,Adventure,,,0.01,,0.01
17769,Resistance Dual Pack,Sony Computer Entertainment,Insomniac Games,PS3,2011,Shooter,,0.01,,0.0,0.01
17770,Goat Simulator: The Bundle,Koch Media,Coffee Stain Studios,XOne,2016,Simulation,,0.01,,0.0,0.01
17771,Harry Potter and the Chamber of Secrets,Electronic Arts,KnowWonder,PC,2002,Adventure,,0.01,,0.0,0.01
17772,Jake Hunter Detective Story: Prism of Eyes,Arc System Works,Arc System Works,PS4,2018,Adventure,,,0.01,,0.01
17773,Nyaruko-San: Nafushigatai Game no You na Mono,5pb,Unknown,PSV,2013,Misc,,,0.01,,0.01
17774,Sengoku Basara 2 Heroes,Capcom,Capcom,Wii,2007,Action,,,0.01,,0.01
17775,Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX,Datam Polystar,Datam Polystar,PS2,2007,Adventure,,,0.01,,0.01
17776,Victory Spike,Imagineer,Imagineer,PS,1996,Sports,,,0.01,0.0,0.01
17777,Double Sequence: The Q-Virus Invasion,"Destination Software, Inc",Next Wave Team,DS,2008,Puzzle,0.01,,,0.0,0.01
17778,Brothers in Arms: Furious 4,Ubisoft,Gearbox Software,X360,2012,Shooter,0.01,,,,0.01
17779,Football Manager 2005,Sega,Sports Interactive,PC,2004,Sports,,0.01,,0.0,0.01
17780,Banjo-Kazooie,Microsoft Game Studios,4J Studios,XBL,2008,Platform,,0.01,,0.0,0.01
17781,Densetsu no Yuusha no Densetsu: Legendary Saga,Kadokawa Shoten,Kadokawa Shoten,PSP,2010,Role-Playing,,,0.01,,0.01
